,Unnamed: 0,Sentence,Label,Dataset
4163,6554,Plays a melodrama occasionally on,1,train
3912,1880,But this is a movie about an inhuman monster 's about a very one .,2,train
2852,3646,"camera has a of gently swaying and as it cradles characters , tension tender movements .",3,train
2762,1518,Topics that make a - but of laughs .,4,train
3154,3902,One of the funnier in .,4,train
3098,6042,Kung Pow seems like some concoction was developed hastily after his fellow got through crashing a college keg party .,0,train
2881,7734,"In gleefully , thumpingly hyperbolic , covers just about every cliche in the compendium , jaded movie types the phony movie biz .",2,train
3036,4314,Without 's eloquent language the update is dreary sluggish .,0,train
4170,6848,It as Big Daddy nor as Happy Gilmore but it its .,3,train
4269,6779,Everything life on an aircraft carrier is sentimentalized .,1,train
4053,1012,"You do n't need be a hip-hop to appreciate Scratch , and 's of a documentary that works .",3,train
4205,5298,"with tremendous promise , introducing an intriguing and alluring premise , only to fall boatload of screenwriting that sink it a leaky .",1,train
3717,6713,"Choppy , documentary about ' The Lifestyle '",1,train
4073,5225,"We within film 's five minutes , and the skill presence to regain",1,train
3562,670,What makes special Serry 's ability to essentially conflict and put a much larger historical context .,4,train
4041,6292,rest sitting through Dahmer 's hours to more than punishment,0,train
3428,8001,this is art imitating life or life imitating art 's an unhappy situation all .,1,train
2682,275,"The is than liberating , but it never boring .",2,train
4276,8094,Each immediately to and plummets to earth,0,train
3573,5811,"The script 's is way , off .",0,train
4214,7858,Those who to ' predisposed to like it probably will enjoy themselves .,3,train
3623,461,"Strange , funny , twisted , and .",4,train
3087,4545,and clich s like lint a fat man 's navel .,0,train
4196,3256,"Neither the funniest film that Murphy nor Niro ever made , amusing for good while .",3,train
2739,1163,film presents dangerously honest the behind curtains of our planet .,3,train
4323,565,"As any fan , you toxic chemicals with a bunch of exotic creatures you get a lot of running around , screaming death .",2,train
3953,2989,"Nicole Holofcener Lovely and , from her own screenplay , jumps the head of the 's films to avoid the ghetto sentimental by treating female follies with a satirical style .",4,train
2989,2112,"A sweet sermon about a 12-year-old Welsh boy more curious about than girls , who in something does",3,train
3677,7148,"A very slow , uneventful pretty tattered carousel",1,train
3372,1409,"Performances all around tops , with the leads delivering Oscar-caliber performances .",3,train
3694,4367,"'s hard to imagine any film , independent or otherwise that makes as much a mess as this one .",0,train
3148,1004,"'re her targeted audience , 'll",3,train
4481,5737,A between bug-eye dead-eye matinee .,1,train
2944,1562,"It 's about individual moments of mood , and that actually of amazing .",4,train
3673,3668,"Whether or not clear reliable an authority on he was about , Grace reassures us once again be an honest and loving one .",3,train
2851,8283,"... a movie that , quite simply , n't been made .",0,train
3856,3394,The movie captivating details in performances from Foreman barking-mad Taylor 's smoothly sinister Freddie and Bettany hard-eyed .,4,train
3760,2832,point the way Indian toward a crossover into nonethnic markets .,3,train
2927,5771,"and Coburn both winners , a fact , as you watch clumsily mugging their through Snow Dogs , seems inconceivable .",1,train
2946,4663,The is n't you can see mediocre on next wave .,2,train
3381,7457,In the spirit I assign one bright shining Roberto Benigni 's Pinocchio -- guarantee that no following after it .,1,train
3675,2667,the difficult subject of and loss such spirit that theme drag an audience down .,3,train
3282,5039,must be audience that the but I n't be interested in knowing any them personally .,0,train
2569,611,"Not even Solondz 's thirst controversy , sketchy characters and immature provocations can fully succeed it .",1,train
3399,5132,never clearly defines his or gives us reason to care,1,train
3475,2184,"What makes I Killed My Father , its terrific performances , Fontaine 's willingness into dark areas parent-child relationships",4,train
2520,3704,... a quietly introspective portrait of self-esteem of and of ...,3,train
4440,2340,"Janice , Walsh , engaging wide-eyed actress teeth are a little too big for her mouth , infuses the movie of its slender glinting charm .",3,train
3582,8050,"'s just another silly action , one among a multitude of , yahoo-ing death shows .",2,train
2593,8506,A crushing disappointment .,0,train
2940,3677,A a good for both children and seeking Christian-themed .,4,train
3868,5838,But thing 's sure It comes close being funny or scary .,0,train
3755,66,"A terrific B -- , the best in recent memory .",4,train
2954,8336,.,4,train
3296,1846,An neo-realist .,4,train
3560,4229,"Four Feathers definitely horse go in knowing , you might have fun this cinematic sandbox",3,train
3889,745,a tale catching,3,train
3406,4395,"This is the sort low-grade dreck usually straight to video -- with a script direction pathetic poorly dubbed and murky cinematography , complete with boom mikes .",0,train
3316,8259,works .,3,train
4312,2452,Has the of effecting and .,3,train
2675,807,"It 's a , one presented with great sympathy intelligence .",3,train
3568,6270,and glum even those moments where 's feel and light,1,train
3540,6680,may be ploughing the same furrow once too often .,2,train
3195,827,"adapts to required of , but the and director get the audience to break through the wall",2,train
3183,53,wanton of and its jerking and physical and would great piece watch with kids and use to introduce as art .,4,train
2857,5498,"It a pedestrian , flat drama that screams out amateur ' in every frame .",1,train
2973,7429,"' science fiction advantage of the fact its intended audience has n't yet had science , does to the and to the genre .",1,train
2832,2204,Simply eloquently the feelings of particular New touched by tragedy,4,train
2585,4043,"Twohy 's a good yarn-spinner , and ultimately the story compels .",3,train
3789,6257,Nearly every attempt at humor here is .,0,train
2730,4352,"Indeed , none words at the very badness that .",2,train
4335,1667,up to Paxton not the Hollywood trap and making a project with nothing new to offer .,4,train
2651,6412,"It 's at and watchable , its committed dumbness .",3,train
4133,8465,... irritating soul-searching .,0,train
3905,4116,Stinks from start to finish like burlap sack of gloom .,1,train
3280,3612,"But again , hate myself most .",1,train
3431,3779,Bring on the .,3,train
3427,5877,The film thoroughly recycled plot and tiresome jokes ... drag the down .,1,train
4325,462,genuinely moving and wisely unsentimental .,4,train
3752,7509,"In a strange way , Egoyan has done too much .",2,train
4430,5793,What really sad is to see two Academy winning actresses and one Academy Award succumb appearing in this junk 's TV best,1,train
3777,4192,Terminally dead production .,0,train
2966,6041,A family unlikely to be appreciated by anyone outside the under-10 set .,0,train
4270,1229,will love fantasy and adventure and whimsical humor,4,train
3073,7215,sad so many people put so much time energy into .,1,train
3747,4743,is just a .,1,train
2657,1951,"Great performances , stylish cinematography and gritty feel make Gangster 1 a worthwhile moviegoing .",4,train
2627,2638,", caustic take on a great writer human being",3,train
3652,1978,"the film does sustain initial promise with jarring , creeping into the second half",1,train
3155,7830,Wait to then .,1,train
2827,8081,"Some writer dude I think his name was , Michael , was supposed like written the something , , the only that I that was written down the on my paycheck",0,train
3767,7738,encouraging effort from McCrudden,3,train
4253,161,You be a hard-hearted person to be by this drama .,3,train
4264,6976,Apparently romantic comedy with a fresh point of view just does n't figure in the present Hollywood .,0,train
2873,6008,Make the title and dodge this one .,0,train
3542,5465,"What John does is heroic , but we do condone it , '' one of the film 's stars recently , a tortuous comment that perfectly the picture 's moral schizophrenia",2,train
