,Sentence,Label,Dataset,trans_lang_choose,trans_lang,from_en,to_en
7377,Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .,3,train,zh-tw,et,"Kurb öelda - see kajastab täpselt raev ja võõrandumine, et kütuste enesehävitamisele paljude noorte.",Sad to say - it accurately reflects the rage and alienation that fuels self-destructiveness of many young people.
7378,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,1,train,ceb,is,Það sem þessi mynd reynir að fá áhorfendur til að kaupa bara ekki flogið með greindur áhorfandi.,What this film tries to get viewers to buy just will not fly with intelligent viewer.
7379,Quelle surprise !,2,train,he,fi,Quelle yllätys!,Quelle surprise!
7380,"If Oscar had a category called Best Bad Film You Thought Was Going To Be Really Awful But Was n't , Guys would probably be duking it out with The Queen of the Damned for the honor .",1,train,am,lt,"Jei Oskaras turėjo kategoriją, pavadintą Geriausia Blogas kino galvojote buvo bus tikrai Awful bet nebuvo, Vaikinai greičiausiai būtų duking jį su Damned Queen už garbę.","If Oscar had a category called Best Bad thought the film was going to be awful but not really, the guy most likely to be duking it with the Damned Queen for the honor."
7381,Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,4,train,lo,da,Filmskaber Tian Zhuangzhuang triumferende tilbage til fortællende film med en visuelt mesterlig arbejde stille magt.,Filmmaker Tian Zhuangzhuang triumphant return to narrative film with a visually masterful work quiet power.
7382,Kinnear 's performance is a career-defining revelation .,4,train,id,pt,desempenho da Kinnear é uma revelação carreira de definição.,Kinnear's performance is a revelation career setting.
7383,"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",1,train,mg,jw,"A droll, frolic bitchy kang nyangka fun ing rega popularitas lan cilik-kutha pretension ing Lone Star negara.","A droll, bitchy frolic fun suspect's popularity in price and small-town pretension in the Lone Star state."
7384,` Snow Dogs ' has both .,2,train,az,tg,"`Барф Сагон» дорад, ҳам.","`Snow Dogs, too."
7385,"This is a poster movie , a mediocre tribute to films like Them !",1,train,no,zh-cn,这是一个电影的海报，一个平庸的敬意像他们的影片！,"This is a movie poster, a mediocre tribute like their movie!"
7386,"The Trinity Assembly approaches the endeavor with a shocking lack of irony , and George Ratliff 's documentary , Hell House , reflects their earnestness -- which makes for a terrifying film .",2,train,ps,vi,"Ba Ngôi hội tiếp cận nỗ lực với một thiếu gây sốc của sự mỉa mai, và bộ phim tài liệu George Ratliff 's, Hell House, phản ánh nghiêm túc của họ - mà làm cho một bộ phim đáng sợ.","Trinity access attempts with a shocking lack of irony, and documentary George Ratliff's, Hell House, reflecting their serious - that makes a scary movie."
7387,`` The Tuxedo '' should have been the vehicle for Chan that `` The Mask '' was for Jim Carrey .,2,train,pl,fa,"`` لباس مخصوص مهمانی رسمی """" برای جیم کری بود باید وسیله ای برای چان که `` ماسک شده.","`` The Tuxedo, """" for the Jim Carrey vehicle for Chan, who should be `` masked."
7388,"Like blended shades of lipstick , these components combine into one terrific story with lots of laughs .",4,train,uz,bg,"Подобно на смесени нюанси на червило, тези компоненти се съчетават в една страхотна история с много смях.","Like blended shades of lipstick, these components are combined in a great story with a lot of laughter."
7389,"Whatever complaints I might have , I 'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor 's Club any time .",3,train,mn,bn,"যাই হোক না কেন অভিযোগ আমি থাকতে পারে, আমি গুলি ক্লাব যে কোনো সময় 'd Antwone ফিশার বা সম্রাট মত অন্যান্য মনে ভাল বিভ্রান্ত এর শব্দাড়ম্বরপূর্ণ আত্মগৌরব উপর (তার) আন্তরিক ত্রুটি এবং কষ্টর্জিত পুরষ্কার লাগাও'।",Whatever complaints I could have shot the club any time I 'd Antwone Fisher or other feel like the emperor in his pompous self-importance confused on (its) use genuine error and hard-won prize.
7390,Deepa Mehta provides an accessible introduction as well as some intelligent observations on the success of Bollywood in the Western world .,3,train,mk,bg,"Deepa Мехта осигурява достъпно въведение, както и някои интелигентни наблюдения върху успеха на Боливуд в западния свят.",Deepa Mehta provides an accessible introduction and some intelligent observations on the success of Bollywood in the western world.
7391,"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",2,train,ht,mi,"ka aroha te tangata Old tenei kiriata, me te tikanga e ahau e i roto i te ara ka taea vala: ka pa ki Ota Last te ngakau o te tangata nui tawhito ki te kua roaa te auhoaraa-tau 50.","love the Old Man this movie, and I mean that in the nicest way possible, and touched Ota Last heart of the old man to have earned the 50-year friendship."
7392,"It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",0,train,bn,my,"မကောင်းမှုဒုစရိုက်၏ trifecta - ဒါဟာမကောင်းတဲ့အရေးအသား, မကောင်းတဲ့ဦးတည်ချက်များနှင့်မကောင်းတဲ့သရုပ်ဆောင်၏ရှားပါးသောပေါင်းစပ်ဖြစ်ပါတယ်။","The trifecta - evil is bad writing, bad direction, bad actor, a rare combination."
7393,Just like Igby .,2,train,ga,pl,Podobnie jak Igby.,Just like Igby.
7394,Matters play out realistically if not always fairly .,3,train,uz,la,Si res non semper ex ludo rerum momentis attentis ducendi iusto iudicio.,"If the circumstances are not always taking into account the seasons, from the school of of the things to be led by a righteous judgment."
7395,"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",4,train,bg,kn,"ವೆಜ್ಜಿಟೇಲ್ಸ್ ಅಭಿಮಾನಿಗಳಿಗೆ, ಈ ಶತಾವರಿಯ ಒಂದು ಭಕ್ಷ್ಯ ಹೆಚ್ಚು appetizing ಆಗಿದೆ.","VeggieTales fans, this is the most appetizing asparagus as a side dish."
7396,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",3,train,iw,vi,"Payne xây dựng một thơ ca ngợi vui nhộn đến giữa Mỹ và tuổi trung niên với cuộc phiêu lưu đắc dĩ này, gồm có một thảm hại, quý mến anh hùng là người tất cả quá con người.","Payne built a hilarious ode to the US and middle age with this unlikely adventure, featuring a pathetic, endearing heroes are all too human."
7397,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",4,train,fi,ka,"გააზრებული და საოცრად გავლენას ახდენს პორტრეტი ბრალია-up ადამიანი, რომელმაც გაბედა არეულობას რამდენიმე ძლიერი ადამიანი, თვალით დანახული იდეალისტური ბავშვი, რომელიც ირჩევს ჩემპიონი მისი საბოლოოდ დაკარგვის მიზეზი.","surprisingly thoughtful and affecting portrait of a screwed-up people, who dared mess with some powerful people, idealistic view of a child who chooses to champion the cause of the loss."
7398,"Funny , though .",2,train,bn,haw,"Halloween, nae.","Halloween, however."
7399,An encouraging effort from McCrudden,3,train,jw,vi,Một nỗ lực đáng khích lệ từ McCrudden,An encouraging effort from McCrudden
7400,"This heist flick about young Brooklyn hoods is off the shelf after two years to capitalize on the popularity of Vin Diesel , Seth Green and Barry Pepper .",2,train,ta,sn,"Izvi heist flick pamusoro muduku Brooklyn Hoods iri kure pasherefu pashure pemakore maviri kuti racho vakawanda Vin Diesel, Seti Green uye Barry Pepper.","This heist flick about a young Brooklyn Hoods distant shelf two years later that the more Vin Diesel, Seth Green and Barry Pepper."
7401,"While the mystery unravels , the characters respond by hitting on each other .",2,train,vi,uk,"Хоча таємниця розплутує, персонажі реагують на удари один на одного.","Although the mystery unravels, the characters react to attacks on each other."
