,Sentence,Label,Dataset,Unnamed: 0.1
6033,Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,0,train,
6034,Melodrama with a message .,2,train,
6035,"A film of empty , fetishistic violence in which murder is casual and fun .",0,train,
6036,A disappointment for a film that should have been the ultimate IMAX journey.,1,train,
6037,I suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .,1,train,
6038,"It could have been something exceptional , but two things hang back it down to mediocrity -- film director Clare Peploe 's misinterpret of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .",0,train,6125.0
6039,"material you really served to understand what this is story you all about , really the far better want by 're source If .",0,train,7041.0
6040,"As a rule, Talky films Romer «s fascinate me, but when he moves his unit in the past, and is based on historical text, it loses the characteristics of wealth that makes his films so memorable.",1,train,
6041,"The following things are not at all relish: In bad noise, lack of peak and worst of all, watch Seinfeld (who is also one of the film s producers) do anything that he can look like a good guy.",0,train,
6042,Trouble Every is a success in some sense but it 's hard to a so cold dead .,1,train,6210.0
6043,"Unfortunately, we 'd prefer a single misfire.",1,train,
6044,"A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",0,train,
6045,"Parts look like they were lifted from Terry Gilliam's subconscious, squeezed through a meat grinder is Kafka and Buñuel casings October",3,train,
6046,"A gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups .",0,train,
6047,A funnily stirring experience that finds warmth in the stale environment and makes each crumb of emotional comfort smell like a 10-course spread .,4,train,845.0
6048,"Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .",2,train,
6049,There is so much plodding sensitivity .,2,train,
6050,"This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,train,
6051,"The drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention .",0,train,
6052,"The three leads produce adequate performances , but what 's missing from this material is any depth of feeling .",0,train,
6053,"Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .",1,train,
6054,"The script , with irksome characters .",1,train,6144.0
6055,"It 's Jagger 's bone-dry , mournfully brittle delivery that gives the film its bittersweet bite .",2,train,
6056,"It is very difficult to care about the character , and that is the central flaw of the film .",0,train,
6057,It 's quite diverting nonsense .,1,train,
6058,"Instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos .",1,train,
6059,Mendes still do not quite know how to fill in the frame.,1,train,
6060,"Methodical , quantify , and gently tedious in its comedy , underground balloting is a purposefully reductive flick -- which may be why it 's so successful at lodging itself in the brain .",4,train,516.0
6061,"The film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .",2,train,
6062,It all seemed wasted like DeNiro 's once promising career and the once grand Long Beach boardwalk .,1,train,
6063,Far away .,2,train,
6064,"... for all its social and political potential , State Property does n't end up being very inspiring or insightful .",1,train,
6065,Grating and tedious .,1,train,
6066,much of All around lily Chou-Chou is mesmerizing some of its plaintiveness could make you cry .,4,train,2161.0
6067,But not a whit more.,2,train,
6068,The difference is that I truly enjoyed Martha while,3,train,2394.0
6069,"... Unlike (Central streets of Scorsese), Ash Wednesday, or even interesting characters intriguing sub plot is essentially empty.",0,train,
6070,"Symbolically , Warm Water Under a Red Bridge is a celebration of feminine energy , a tribute to the power of women to heal .",3,train,
6071,"The witness' s more shocks to come, the first nymphette Juliette Lewis playing the salt-of-the-earth mommy name Minnie watched Slim go incognito in a ridiculous wig a respectable Halloween dress Shop would try to sell.",1,train,
6072,One film blustery great event really is no such thing.,1,train,
6073,It is refreshingly undogmatic about its characters .,4,train,
6074,"Presents a side of contemporary Chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation .",3,train,
6075,"If only it were , well , funnier .",1,train,
6076,"For most of its footage , the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo .",4,train,
6077,... the plot weaves us into a complex web .,3,train,
6078,"Though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract .",2,train,
6079,"I only wish that Celebi bring me the first time I saw this show, and I can not skip it.",0,train,
6080,"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",3,train,
6081,it 's so barren of joyousness and energy it makes even jason X ... look positively Shakesperean by comparison .,0,train,7019.0
6082,A soul stirring documentary about the israeli Palestinian run afoul as revealed through the eyes of some children who persist curious about each other against all odds .,4,train,3516.0
6083,"For a movie about the world power of poesy and passionateness , there is wanted little of either .",1,train,7209.0
6084,What it lacks in substance it makes up for in heart .,3,train,
6085,Why did they deem it necessary to document all this emotional misery ?,1,train,
6086,"With Spy Kids 2 : The Island of Lost Dreams , the Spy Kids franchise establishes itself as a durable part of the movie landscape : a James Bond series for kids .",3,train,
6087,What an plethora .,0,train,8462.0
6088,"Wonderfully lush Morvern Callar is pure punk existentialism, and Ms. Ramsay and his co-writer, Liana Dognini, Alan Warner was dramatized in the novel, which itself felt like an answer to Irvine Welsh's book Trainspotting.",3,train,
6089,Punitively affirmational parable .,2,train,
6090,A fan film that for the uninitiated plays better on video with the sound turned down .,1,train,
6091,This is a superior horror flick .,4,train,
6092,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",2,train,
6093,"Rob Schneider 's infantile cross-dressing routines fill The Hot Chick , the latest gimmick from this unimaginative comedian .",0,train,
6094,A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .,1,train,
