,Sentence,Label,Dataset
9050,"A bit rough to be the cat's meow, but it's good enough to be spinning.",3,train
9051,"It saddens anger and clear s clearly a shelf somewhere in the quality of the end can be languishing Martin Lawrence 'Bubba Ho-Tep to speak scornfully of the latest vehicle exploded on 2,500 screens can' me.",1,train
9052,"Unfunny comedy with a lot of static set most with not , camera movement , in ups of the scenes . place indoors and formal settings much motionless characters take",0,train
9053,"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",0,train
9054,Fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,3,train
9055,"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",1,train
9056,` Stock up on silver bullets for director Neil Marshall 's intense freight train of a film . ',3,train
9057,"Brainy artistic , and to , almost the muted point of suffocation .",2,train
9058,"The funny thing is , I did n't mind all this contrived nonsense a bit .",2,train
9059,"Curling can be a single sport, but men with Scope is decidedly ordinary.",2,train
9060,"This is a smart movie that knows its classical music , knows its Freud and knows its Sade .",3,train
9061,We do get the that this is drawing to a close .,1,train
9062,"director Hoffman , his writer and Kline 's agent should serve detention",0,train
9063,"Just when you think you are making sense of it , something happens that tells you there is no sense .",1,train
9064,"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0,train
9065,"The film «s darker moments become smoothed over a vast need for bidding inspiring news, especially in the last moments of cloying.",2,train
9066,"antiophthalmic factor well-acted , but one-note take .",2,train
9067,into Scrooge .,2,train
9068,"With lines that feel like long soliloquies -- even as they are being framed in conversation -- Max is static , stilted .",2,train
9069,So purely enjoyable that you might even notice it 's a fairly such as Father of Bride,3,train
9070,"The characters , cast in impossibly contrived situations , are totally estranged from reality .",1,train
9071,"A perceptive , good-natured movie .",3,train
9072,A cutesy romantic tale with a twist .,3,train
9073,A four star performance from Kevin Kline who unfortunately works with a two star script .,3,train
9074,One regards Reign of Fire with awe .,4,train
9075,"Wallace directs with such patronising reverence , it turns the stomach .",2,train
9076,"Equilibrium the movie , as opposed to the manifesto , is really , really stupid .",0,train
9077,The soundtrack alone is worth the price of admission .,4,train
9078,But it would be better to wait for the video .,1,train
9079,"An inspiring tribute to the courage and sacrifice of the world's journalists, a volunteer walked into the nightmare of the war, not only to record the event for posterity, but to help us see clearly visible in the world of our own making.",4,train
9080,Most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .,0,train
9081,"Slap me , I saw this movie .",0,train
9082,It is just under ninety minutes running time сиртта stay on board his only film to have too many.,2,train
9083,"Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .",4,train
9084,It 's not a motion picture ; it 's an utterly static picture .,0,train
9085,"The sequel is everything the original was not: contrived, exaggerated and tie-in list.",2,train
9086,Nothing more or less than the open bodice-ripper - should have left the pretensions of art and enjoyed the entertainment shallows.,1,train
9087,An off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,3,train
9088,"society , intelligent and erotically perplexing , Haneke 's portrait of an upper class and tucked Austrian the suppression Brash its of away demons is uniquely felt with a . jolt sardonic",4,train
9089,"Like a three-ring circus , there are side stories aplenty -- none of them memorable .",1,train
9090,"thought-provoking , is 's entertaining very a , Overall it with a simple message God love film .",4,train
9091,"There 's Epic here, but do not have to install it yourself.",2,train
9092,"Right now , 're , lingering death of imagination",1,train
9093,"Though her fans will assuredly have their funny os tickled , others will find out their humor-seeking dollars dear pass elsewhere .",1,train
9094,"With one exception , every blighter in this particular South London housing project digs into dysfunction like it 's a big , comforting jar of Marmite , to be slathered on crackers and served as a feast of bleakness .",2,train
9095,A potentially good comic premise and excellent cast are terribly wasted .,1,train
9096,"This letter should be intelligence level low, very low, very very low, mask work, a sense of the film, is just gags.",0,train
9097,Press the Delete key.,0,train
9098,"A fascinating , dark thriller hooked of you lurid that the delicious pulpiness on its keeps fiction .",3,train
9099,Scott delivers a terrific performance in this fascinating portrait of a modern Lothario .,4,train
9100,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,0,train
9101,"Continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .",3,train
9102,Something for everyone .,3,train
9103,"A gem of a romantic crime comedy that turns out to be clever, amusing and unpredictable.",4,train
9104,"For most of his footage, the new director M. Night Shyamalan's thriller and Mel Gibson can gasp a mysterious spell without losing his reading was trembling with fear and can even prove to weave.",4,train
9105,Some gesture pictures depict ultimate passion others make ultimate vibrate .,2,train
9106,Simultaneously heartbreakingly beautiful and exquisitely sad .,2,train
9107,"( Russell ) makes good B movies ( The Mask , The Blob ) , and The Scorpion King more than ably meets those standards .",3,train
9108,"The dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically .",2,train
