sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value
6872,"Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .","Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",144779,0.19444,Very_Negative,0
6873,"Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too .","Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too .",147700,0.22222,Negative,1
6874,` CQ may one day be fondly remembered as Roman Coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,` CQ may one day be fondly remembered as Roman Coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,151202,0.30556,Negative,1
6875,The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,149668,0.055556,Very_Negative,0
6876,... the story simply putters along looking for astute observations and coming up blank .,... the story simply putters along looking for astute observations and coming up blank .,142814,0.30556,Negative,1
6877,"Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?","Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?",146332,0.33333,Negative,1
6879,This action-thriller\/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,This action-thriller\/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,150160,0.20833,Negative,1
6880,MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .,MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .,224682,0.125,Very_Negative,0
6881,That 's because relatively nothing happens .,That 's because relatively nothing happens .,226070,0.22222,Negative,1
6882,"No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press notes -- can render it anything but laughable .","No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press notes -- can render it anything but laughable .",147709,0.083333,Very_Negative,0
6883,"Blue Crush follows the formula , but throws in too many conflicts to keep the story compelling .","Blue Crush follows the formula , but throws in too many conflicts to keep the story compelling .",144187,0.33333,Negative,1
6885,"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .","There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",150058,0.33333,Negative,1
6886,"Jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .","Jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .",146812,0.36111,Negative,1
6887,A moving picture that does not move .,A moving picture that does not move .,143248,0.20833,Negative,1
6888,Ruh-roh !,Ruh-roh !,225657,0.41667,Neutral,2
6889,Romething 's really wrong with this ricture !,Romething 's really wrong with this ricture !,225655,0.26389,Negative,1
6890,"Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .","Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .",146793,0.33333,Negative,1
6891,I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .,I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .,145956,0.16667,Very_Negative,0
6892,"` God help us , but Capra and Cooper are rolling over in their graves . '","` God help us , but Capra and Cooper are rolling over in their graves . '",151210,0.25,Negative,1
6893,"... an hour-and-a-half of inoffensive , unmemorable filler .","... an hour-and-a-half of inoffensive , unmemorable filler .",142775,0.16667,Very_Negative,0
6894,Is it a comedy ?,Is it a comedy ?,224093,0.36111,Negative,1
6895,A drama ?,A drama ?,221986,0.5,Neutral,2
6896,A romance ?,A romance ?,143307,0.5,Neutral,2
6897,A cartoon ?,A cartoon ?,221949,0.375,Negative,1
6898,"Ze movie starts out so funny , then she is nothing .","Ze movie starts out so funny , then she is nothing .",151176,0.58333,Neutral,2
6899,Did the film inform and educate me ?,Did the film inform and educate me ?,223132,0.5,Neutral,2
6900,Yes .,Yes .,151102,0.63889,Positive,3
6901,Did it move me to care about what happened in 1915 Armenia ?,Did it move me to care about what happened in 1915 Armenia ?,223131,0.5,Neutral,2
6903,And that is where Ararat went astray .,And that is where Ararat went astray .,222374,0.26389,Negative,1
6904,It 's a bad sign in a thriller when you instantly know whodunit .,It 's a bad sign in a thriller when you instantly know whodunit .,146393,0.31944,Negative,1
6905,Has a customarily jovial air but a deficit of flim-flam inventiveness .,Has a customarily jovial air but a deficit of flim-flam inventiveness .,145732,0.30556,Negative,1
6906,Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...,Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...,145061,0.38889,Negative,1
6907,It gets the details of its time frame right but it completely misses its emotions .,It gets the details of its time frame right but it completely misses its emotions .,146693,0.33333,Negative,1
6908,"Who , exactly , is fighting whom here ?","Who , exactly , is fighting whom here ?",227142,0.31944,Negative,1
6909,"Ah , yes , that would be me : fighting off the urge to doze .","Ah , yes , that would be me : fighting off the urge to doze .",222216,0.13889,Very_Negative,0
6910,"A kilted Jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .","A kilted Jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",143160,0.36111,Negative,1
